product_id,sector,strength_score,weight_capacity_score,barrier_score ,biodegradability_score,co2_emission_score,recyclability_percent,cost_score,reuse_potential_score,category_name,fragility_level,requires_cushioning,moisture_sensitive,temperature_sensitive,typical_weight_kg,product_weight_g,product_volume_cm3,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material,flag_weight_outlier,flag_volume_outlier,flag_price_outlier,main_packaging_material,barrier_score,product_name_final,category_final,price_final
PRD0196,,,,,,,,,,,Medium,,,,,1000.0,1062.94,High,High,7.0,Pouch,HDPE Plastic,False,False,False,,,Britannia Dairy Buttermilk 1000 ml,Dairy,41.66
PRD0197,,,,,,,,,,,Medium,,,,,85.0,116.14,High,High,20.0,Cup,Paperboard (Folding Carton),False,False,False,,,Heritage Yogurt 85 g,Dairy,10.0
PRD0198,,,,,,,,,,,Low,,,,,500.0,994.32,Low,Low,365.0,Pouch,PP Plastic,False,False,False,,,Rajdhani Salt 500 g,Grocery,14.69
PRD0199,,,,,,,,,,,Low,,,,,2000.0,4061.11,Low,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,Fortune Pulses 2000 g,Grocery,243.22
PRD0200,,,,,,,,,,,Low,,,,,200.0,351.39,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Cadbury Dry Fruits 200 g,Food,192.81
PRD0201,,,,,,,,,,,Low,,,,,150.0,205.0,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Himalaya Toothpaste 150 g,Personal Care,83.41
PRD0202,,,,,,,,,,,Medium,,,,,1000.0,1092.0,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Maaza Iced Tea 1000 ml,Beverages,85.3
PRD0203,,,,,,,,,,,Low,,,,,1000.0,1406.83,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,Kissan Cereal 1000 g,Food,351.76
PRD0204,,,,,,,,,,,Low,,,,,500.0,892.09,Low,Medium,240.0,Pouch,LDPE Plastic,False,False,False,,,Nestlé Biscuits 500 g v2,Food,61.54
PRD0205,,,,,,,,,,,Low,,,,,200.0,215.45,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Dove Body Wash 200 ml v2,Personal Care,109.87
PRD0206,,,,,,,,,,,Medium,,,,,1000.0,1110.98,High,High,10.0,Bottle,LDPE Plastic,False,False,False,,,Britannia Dairy Lassi 1000 ml,Dairy,40.71
PRD0207,,,,,,,,,,,Medium,,,,,67.46,109.73,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,JBL Earphones TWS,Electronics,1699.0
PRD0208,,,,,,,,,,,Low,,,,,200.0,229.34,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Dove Lotion 200 ml,Personal Care,137.88
PRD0209,,,,,,,,,,,Low,,,,,250.0,328.45,Low,High,365.0,Bag,Kraft Paper (Unbleached),False,False,False,,,Everest Tea 250 g,Grocery,125.93
PRD0210,,,,,,,,,,,Low,,,,,500.0,525.17,Low,Low,720.0,Bag,LDPE Plastic,False,False,False,,,Lizol Surface Cleaner 500 ml,Home Care,77.38
PRD0211,,,,,,,,,,,Low,,,,,5000.0,11928.95,Low,Low,365.0,Bag,PP Plastic,False,True,False,,,Everest Flour 5000 g,Grocery,269.2
PRD0212,,,,,,,,,,,High,,,,,1283.66,4634.65,Low,Low,365.0,Box,Corrugated Cardboard,False,False,True,,,HP Laptop 15-inch,Electronics,64999.0
PRD0213,,,,,,,,,,,Low,,,,,5000.0,12359.05,Low,Low,365.0,Bag,PP Plastic,False,True,False,,,Fortune Sugar 5000 g,Grocery,230.73
PRD0214,,,,,,,,,,,Medium,,,,,1000.0,1108.02,Medium,Low,365.0,Bottle,PET Plastic,False,False,False,,,Red Bull Mineral Water 1000 ml,Beverages,43.81
PRD0215,,,,,,,,,,,Low,,,,,50.0,93.05,Low,High,365.0,Bag,LDPE Plastic,False,False,False,,,Saffola Spices 50 g v3,Grocery,29.3
PRD0216,,,,,,,,,,,Medium,,,,,1000.0,1129.66,High,High,7.0,Bottle,HDPE Plastic,False,False,False,,,Mother Dairy Curd 1000 ml,Dairy,38.57
PRD0217,,,,,,,,,,,Low,,,,,5000.0,9208.66,Low,Low,365.0,Pouch,PP Plastic,False,False,False,,,Patanjali Flour 5000 g,Grocery,300.17
PRD0218,,,,,,,,,,,Medium,,,,,500.0,1025.88,High,High,180.0,Box,LDPE Plastic,False,False,False,,,Nandini Butter 500 g,Dairy,141.92
PRD0219,,,,,,,,,,,Medium,,,,,200.0,284.09,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,Nestlé Sauce 200 g,Food,37.7
PRD0220,,,,,,,,,,,Medium,,,,,500.0,683.89,Medium,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,Sprite Tea 500 g,Beverages,231.4
PRD0221,,,,,,,,,,,Low,,,,,500.0,545.05,Low,Low,720.0,Bag,HDPE Plastic,False,False,False,,,Colin Toilet Cleaner 500 ml,Home Care,80.05
PRD0222,,,,,,,,,,,Low,,,,,80.0,159.5,Medium,High,365.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Cadbury Chocolate 80 g,Food,72.96
PRD0223,,,,,,,,,,,Low,,,,,1000.0,1145.98,Low,Low,720.0,Pouch,LDPE Plastic,False,False,False,,,Lizol Toilet Cleaner 1000 ml,Home Care,148.46
PRD0224,,,,,,,,,,,Medium,,,,,250.0,262.48,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Maaza Soda 250 ml,Beverages,21.98
PRD0225,,,,,,,,,,,Low,,,,,50.0,108.61,Low,Medium,730.0,Tube,Glass (Soda-Lime),False,False,False,,,L'Oréal Serum 50 ml,Cosmetics,1095.35
PRD0226,,,,,,,,,,,Medium,,,,,1000.0,1109.38,Medium,Low,365.0,Can,Steel (Carbon Steel),False,False,False,,,Coca-Cola Mineral Water 1000 ml,Beverages,36.69
PRD0227,,,,,,,,,,,Medium,,,,,500.0,1094.21,High,High,180.0,Box,Paperboard (Folding Carton),False,False,False,,,Nandini Cheese 500 g,Dairy,192.17
PRD0228,,,,,,,,,,,Low,,,,,100.0,173.37,Low,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,Plum Sunscreen 100 g,Cosmetics,247.45
PRD0229,,,,,,,,,,,Medium,,,,,212.63,375.38,Medium,Medium,1095.0,Bottle,HDPE Plastic,False,False,False,,,Soframycin Bandage 5 roll,Healthcare,63.25
PRD0230,,,,,,,,,,,Low,,,,,400.0,444.44,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Dettol Lotion 400 ml,Personal Care,290.4
PRD0231,,,,,,,,,,,Medium,,,,,250.0,282.17,Medium,Low,365.0,Bottle,PET Plastic,False,False,False,,,Bisleri Energy Drink 250 ml,Beverages,55.58
PRD0232,,,,,,,,,,,Low,,,,,50.0,84.91,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Lifebuoy Face Wash 50 g v2,Personal Care,46.29
PRD0233,,,,,,,,,,,Low,,,,,250.0,451.67,Low,Medium,240.0,Box,Cellulose Film,False,False,False,,,Bingo Pasta 250 g,Food,44.13
PRD0234,,,,,,,,,,,Low,,,,,200.0,371.95,Low,Medium,240.0,Pouch,LDPE Plastic,False,False,False,,,Cadbury Chips 200 g,Food,68.2
PRD0235,,,,,,,,,,,Low,,,,,200.0,433.74,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,Cadbury Namkeen 200 g,Food,54.33
PRD0236,,,,,,,,,,,Medium,,,,,400.0,436.11,High,High,7.0,Pouch,LDPE Plastic,False,False,False,,,Heritage Curd 400 ml,Dairy,16.76
PRD0237,,,,,,,,,,,Medium,,,,,500.0,547.67,Medium,Low,120.0,Bottle,PET Plastic,False,False,False,,,Bisleri Juice 500 ml,Beverages,63.71
PRD0238,,,,,,,,,,,Low,,,,,500.0,761.06,Low,High,365.0,Bag,PP Plastic,False,False,False,,,Aashirvaad Coffee 500 g,Grocery,374.83
PRD0239,,,,,,,,,,,Medium,,,,,5000.0,6360.38,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,24 Mantra Oil 5000 g,Grocery,892.35
PRD0240,,,,,,,,,,,Low,,,,,1000.0,2347.3,Low,Low,365.0,Bag,PP Plastic,False,False,False,,,MDH Pulses 1000 g,Grocery,120.79
PRD0241,,,,,,,,,,,Low,,,,,1000.0,1606.08,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Kissan Namkeen 1000 g,Food,288.19
PRD0242,,,,,,,,,,,Medium,,,,,1037.08,793.71,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,Realme Bluetooth Speaker Standard,Electronics,3499.0
PRD0243,,,,,,,,,,,Low,,,,,100.0,106.83,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Head & Shoulders Lotion 100 ml v2,Personal Care,66.08
PRD0244,,,,,,,,,,,Low,,,,,1000.0,1045.9,Low,Low,720.0,Pouch,HDPE Plastic,False,False,False,,,Harpic Toilet Cleaner 1000 ml,Home Care,132.56
PRD0245,,,,,,,,,,,Low,,,,,50.0,86.41,Low,Medium,540.0,Bottle,HDPE Plastic,False,False,False,,,Mamaearth Sunscreen 50 g,Cosmetics,123.81
PRD0246,,,,,,,,,,,Low,,,,,200.0,292.93,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Colgate Toothpaste 200 g,Personal Care,104.8
PRD0247,,,,,,,,,,,Low,,,,,500.0,568.96,Low,Low,720.0,Bottle,LDPE Plastic,False,False,False,,,Odonil Floor Cleaner 500 ml,Home Care,62.45
PRD0248,,,,,,,,,,,High,,,,,190.4,475.71,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,OnePlus Smartphone Budget,Electronics,15999.0
PRD0249,,,,,,,,,,,Medium,,,,,1000.0,1082.53,Medium,Low,180.0,Can,Steel (Carbon Steel),False,False,False,,,Real Iced Tea 1000 ml,Beverages,94.46
PRD0250,,,,,,,,,,,Medium,,,,,400.0,434.54,High,High,7.0,Pouch,LDPE Plastic,False,False,False,,,Heritage Curd 400 ml v2,Dairy,18.28
PRD0251,,,,,,,,,,,Low,,,,,60.0,96.83,Low,Low,720.0,Can,HDPE Plastic,False,False,False,,,Colin Insect Repellent 60 g,Home Care,32.84
PRD0252,,,,,,,,,,,Low,,,,,100.0,108.44,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Clinic Plus Lotion 100 ml,Personal Care,69.69
PRD0253,,,,,,,,,,,Low,,,,,500.0,747.9,Low,Low,365.0,Bag,PP Plastic,False,False,False,,,Dhara Salt 500 g,Grocery,15.36
PRD0254,,,,,,,,,,,Low,,,,,1000.0,1969.44,Low,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,Everest Salt 1000 g,Grocery,30.65
PRD0255,,,,,,,,,,,Medium,,,,,500.0,523.14,Medium,Low,365.0,Can,Steel (Carbon Steel),False,False,False,,,Real Mineral Water 500 ml,Beverages,20.31
PRD0256,,,,,,,,,,,Low,,,,,60.0,102.96,Low,Low,720.0,Box,Aluminum (Primary),False,False,False,,,Ariel Air Freshener 60 g,Home Care,25.95
PRD0257,,,,,,,,,,,Medium,,,,,250.0,445.68,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,India Gate Honey 250 g,Grocery,105.23
PRD0258,,,,,,,,,,,Medium,,,,,500.0,773.98,Medium,Low,365.0,Jar,LDPE Plastic,False,False,False,,,Paper Boat Coffee 500 g v2,Beverages,216.33
PRD0259,,,,,,,,,,,Low,,,,,100.0,150.28,Low,Low,720.0,Can,Paperboard (Folding Carton),False,False,False,,,Good Knight Air Freshener 100 g,Home Care,24.08
PRD0260,,,,,,,,,,,Low,,,,,50.0,71.84,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Lifebuoy Face Wash 50 g,Personal Care,46.06
PRD0261,,,,,,,,,,,Low,,,,,100.0,173.22,Low,Low,720.0,Can,Aluminum (Primary),False,False,False,,,Odonil Air Freshener 100 g,Home Care,25.07
PRD0262,,,,,,,,,,,Low,,,,,50.0,79.83,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Sugar Cosmetics Gel 50 g v2,Cosmetics,43.19
PRD0263,,,,,,,,,,,Medium,,,,,500.0,557.28,Medium,Medium,730.0,Bottle,Paperboard (Folding Carton),False,False,False,,,Volini Sanitizer 500 ml,Healthcare,135.74
PRD0264,,,,,,,,,,,Medium,,,,,6.0,11.54,Low,Medium,1095.0,Bottle,Glass (Soda-Lime),False,False,False,,,The Body Shop Compact 6 g,Cosmetics,529.02
PRD0265,,,,,,,,,,,Low,,,,,400.0,454.14,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Lux Lotion 400 ml,Personal Care,284.72
PRD0266,,,,,,,,,,,Low,,,,,340.0,350.58,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Lux Conditioner 340 ml,Personal Care,194.85
PRD0267,,,,,,,,,,,Medium,,,,,2000.0,2172.66,Medium,Low,365.0,Bottle,PET Plastic,False,False,False,,,Coca-Cola Mineral Water 2000 ml,Beverages,80.81
PRD0268,,,,,,,,,,,Low,,,,,1000.0,1465.37,Low,Low,365.0,Bag,PP Plastic,False,False,False,,,Patanjali Salt 1000 g,Grocery,26.09
PRD0269,,,,,,,,,,,Medium,,,,,100.0,112.94,Medium,Medium,730.0,Bottle,Glass (Soda-Lime),False,False,False,,,Benadryl Antiseptic 100 ml,Healthcare,260.7
PRD0270,,,,,,,,,,,Low,,,,,180.0,206.94,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Colgate Conditioner 180 ml,Personal Care,98.93
PRD0271,,,,,,,,,,,Low,,,,,100.0,190.49,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Clinic Plus Face Wash 100 g,Personal Care,96.53
PRD0272,,,,,,,,,,,Medium,,,,,23.47,90.35,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Mi Earphones TWS,Electronics,1599.0
PRD0273,,,,,,,,,,,Medium,,,,,6.0,7.91,Low,Medium,1095.0,Box,Glass (Soda-Lime),False,True,False,,,The Body Shop Compact 6 g v2,Cosmetics,566.68
PRD0274,,,,,,,,,,,Low,,,,,1000.0,1424.54,Low,Low,365.0,Bag,LDPE Plastic,False,False,False,,,Patanjali Salt 1000 g v2,Grocery,27.43
PRD0275,,,,,,,,,,,Low,,,,,200.0,299.96,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Lux Toothpaste 200 g,Personal Care,121.43
PRD0276,,,,,,,,,,,Medium,,,,,150.0,300.63,High,High,20.0,Cup,Paperboard (Folding Carton),False,False,False,,,Milky Mist Yogurt 150 g v2,Dairy,10.0
PRD0277,,,,,,,,,,,Medium,,,,,100.0,169.84,Medium,Low,365.0,Box,Glass (Soda-Lime),False,False,False,,,Coca-Cola Tea 100 g,Beverages,59.35
PRD0278,,,,,,,,,,,Medium,,,,,200.0,372.39,Low,Low,540.0,Jar,Glass (Soda-Lime),False,False,False,,,Tata Pickle 200 g,Grocery,44.94
PRD0279,,,,,,,,,,,Low,,,,,90.0,97.58,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Lux Conditioner 90 ml,Personal Care,55.67
PRD0280,,,,,,,,,,,Low,,,,,1000.0,1614.9,Low,Low,365.0,Pouch,PP Plastic,False,False,False,,,Aashirvaad Salt 1000 g,Grocery,27.98
PRD0281,,,,,,,,,,,Medium,,,,,500.0,548.48,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Maaza Soft Drink 500 ml,Beverages,45.18
PRD0282,,,,,,,,,,,Medium,,,,,250.0,372.03,Medium,Low,365.0,Jar,Glass (Soda-Lime),False,False,False,,,Paper Boat Tea 250 g,Beverages,106.77
PRD0283,,,,,,,,,,,Medium,,,,,500.0,562.09,Medium,Medium,540.0,Bottle,HDPE Plastic,False,False,False,,,Dettol Syrup 500 ml,Healthcare,154.19
PRD0284,,,,,,,,,,,Medium,,,,,5000.0,10381.96,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,MDH Oil 5000 g,Grocery,843.61
PRD0285,,,,,,,,,,,Low,,,,,500.0,540.91,Low,Low,720.0,Bag,LDPE Plastic,False,False,False,,,Odonil Dishwash Liquid 500 ml,Home Care,85.59
PRD0286,,,,,,,,,,,Medium,,,,,1112.43,1414.01,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,JBL Bluetooth Speaker Standard,Electronics,2999.0
PRD0287,,,,,,,,,,,Medium,,,,,2000.0,2198.3,Medium,Low,365.0,Bottle,PET Plastic,False,False,False,,,Paper Boat Mineral Water 2000 ml,Beverages,87.26
PRD0288,,,,,,,,,,,Low,,,,,200.0,207.76,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Himalaya Handwash 200 ml,Personal Care,45.15
PRD0289,,,,,,,,,,,Low,,,,,500.0,523.13,Low,Low,720.0,Pouch,HDPE Plastic,False,False,False,,,Odonil Surface Cleaner 500 ml v2,Home Care,72.14
PRD0290,,,,,,,,,,,Medium,,,,,500.0,533.4,Medium,Low,365.0,Bottle,PET Plastic,False,False,False,,,Slice Energy Drink 500 ml,Beverages,114.92
PRD0291,,,,,,,,,,,Low,,,,,50.0,75.04,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Sugar Cosmetics Gel 50 g,Cosmetics,48.46
PRD0292,,,,,,,,,,,Low,,,,,150.0,289.11,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Lux Face Wash 150 g,Personal Care,145.32
PRD0293,,,,,,,,,,,Medium,,,,,500.0,701.78,Medium,Low,365.0,Pouch,Glass (Soda-Lime),False,False,False,,,Slice Tea 500 g v2,Beverages,228.21
PRD0294,,,,,,,,,,,Low,,,,,50.0,63.36,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Lakmé Gel 50 g,Cosmetics,47.18
PRD0295,,,,,,,,,,,Low,,,,,200.0,293.04,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Britannia Chips 200 g,Food,68.0
PRD0296,,,,,,,,,,,Medium,,,,,500.0,527.14,Medium,Medium,730.0,Box,HDPE Plastic,False,False,False,,,Benadryl Sanitizer 500 ml,Healthcare,156.88
PRD0297,,,,,,,,,,,Low,,,,,250.0,426.78,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Kellogg's Cereal 250 g,Food,93.34
PRD0298,,,,,,,,,,,Low,,,,,200.0,209.21,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Lux Body Wash 200 ml,Personal Care,96.61
PRD0299,,,,,,,,,,,Medium,,,,,100.0,218.07,Medium,Low,365.0,Pouch,Glass (Soda-Lime),False,False,False,,,Bisleri Coffee 100 g,Beverages,56.84
PRD0300,,,,,,,,,,,Medium,,,,,200.0,248.87,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,India Gate Pickle 200 g,Grocery,45.61
PRD0301,,,,,,,,,,,Low,,,,,250.0,384.73,Low,High,365.0,Bag,LDPE Plastic,False,False,False,,,Dhara Tea 250 g,Grocery,126.67
PRD0302,,,,,,,,,,,Medium,,,,,400.0,844.25,High,High,20.0,Cup,PP Plastic,False,False,False,,,Heritage Yogurt 400 g,Dairy,15.21
PRD0303,,,,,,,,,,,Low,,,,,375.0,598.36,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Kellogg's Cereal 375 g,Food,148.13
PRD0304,,,,,,,,,,,Low,,,,,200.0,437.06,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,Kissan Biscuits 200 g,Food,23.19
PRD0305,,,,,,,,,,,Low,,,,,500.0,719.0,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Britannia Biscuits 500 g,Food,64.03
PRD0306,,,,,,,,,,,Medium,,,,,500.0,538.32,High,High,5.0,Pouch,LDPE Plastic,False,False,False,,,Milky Mist Milk 500 ml,Dairy,29.78
PRD0307,,,,,,,,,,,Medium,,,,,200.0,411.2,High,High,180.0,Box,LDPE Plastic,False,False,False,,,Mother Dairy Cheese 200 g,Dairy,70.19
PRD0308,,,,,,,,,,,Low,,,,,2000.0,3910.67,Low,Low,720.0,Bottle,LDPE Plastic,False,False,False,,,Ariel Detergent 2000 g,Home Care,342.62
PRD0309,,,,,,,,,,,Medium,,,,,100.0,104.68,Medium,Medium,730.0,Bottle,HDPE Plastic,False,False,False,,,Soframycin Antiseptic 100 ml,Healthcare,204.24
PRD0310,,,,,,,,,,,Medium,,,,,500.0,923.01,Low,Low,540.0,Bottle,PET Plastic,False,False,False,,,24 Mantra Pickle 500 g,Grocery,110.64
PRD0311,,,,,,,,,,,Medium,,,,,200.0,226.41,Medium,Low,120.0,Can,Steel (Carbon Steel),False,False,False,,,Bisleri Juice 200 ml,Beverages,25.2
PRD0312,,,,,,,,,,,Medium,,,,,200.0,429.01,Low,Low,540.0,Bottle,PET Plastic,False,False,False,,,Kissan Jam 200 g,Food,55.78
PRD0313,,,,,,,,,,,Low,,,,,50.0,103.67,Low,High,365.0,Bag,LDPE Plastic,False,False,False,,,MDH Spices 50 g,Grocery,27.33
PRD0314,,,,,,,,,,,Medium,,,,,6.0,9.18,Low,Medium,1095.0,Bottle,Paperboard (Folding Carton),False,True,False,,,L'Oréal Compact 6 g v2,Cosmetics,451.09
PRD0315,,,,,,,,,,,Medium,,,,,527.51,522.68,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,Dell Power Bank 20000mAh,Electronics,2499.0
PRD0316,,,,,,,,,,,Low,,,,,1000.0,2366.45,Low,Low,365.0,Pouch,PP Plastic,False,False,False,,,Saffola Sugar 1000 g,Grocery,46.65
PRD0317,,,,,,,,,,,Low,,,,,150.0,264.78,Low,Medium,240.0,Wrapper,Cellulose Film,False,False,False,,,Kellogg's Chips 150 g,Food,44.06
PRD0318,,,,,,,,,,,Low,,,,,1000.0,1032.06,Low,Low,720.0,Bag,LDPE Plastic,False,False,False,,,Surf Excel Surface Cleaner 1000 ml,Home Care,176.53
PRD0319,,,,,,,,,,,Medium,,,,,500.0,972.9,Low,Low,540.0,Jar,Glass (Soda-Lime),False,False,False,,,24 Mantra Oil 500 g v2,Grocery,76.43
PRD0320,,,,,,,,,,,Low,,,,,340.0,352.26,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Lifebuoy Conditioner 340 ml,Personal Care,191.44
PRD0321,,,,,,,,,,,Low,,,,,400.0,444.59,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Head & Shoulders Body Wash 400 ml,Personal Care,227.44
PRD0322,,,,,,,,,,,Low,,,,,2000.0,2165.65,Low,Low,720.0,Pouch,LDPE Plastic,False,False,False,,,Good Knight Floor Cleaner 2000 ml,Home Care,241.84
PRD0323,,,,,,,,,,,Low,,,,,30.0,46.77,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,Lay's Chips 30 g,Food,10.0
PRD0324,,,,,,,,,,,Low,,,,,90.0,98.29,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Lifebuoy Shampoo 90 ml,Personal Care,45.7
PRD0325,,,,,,,,,,,Medium,,,,,50.0,56.36,Medium,Medium,730.0,Box,Paperboard (Folding Carton),False,False,False,,,Dolo Sanitizer 50 ml,Healthcare,178.44
PRD0326,,,,,,,,,,,Medium,,,,,500.0,564.84,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Paper Boat Iced Tea 500 ml,Beverages,41.47
PRD0327,,,,,,,,,,,Low,,,,,50.0,93.82,Low,High,365.0,Pouch,LDPE Plastic,False,False,False,,,Fortune Coffee 50 g,Grocery,38.38
PRD0328,,,,,,,,,,,Low,,,,,1000.0,1122.68,Low,Low,720.0,Pouch,LDPE Plastic,False,False,False,,,Lizol Toilet Cleaner 1000 ml v2,Home Care,146.6
PRD0329,,,,,,,,,,,Medium,,,,,1000.0,1780.33,Low,Low,540.0,Jar,Glass (Soda-Lime),False,False,False,,,Aashirvaad Honey 1000 g,Grocery,512.35
PRD0330,,,,,,,,,,,Medium,,,,,500.0,927.46,High,High,180.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Heritage Cheese 500 g,Dairy,193.97
PRD0331,,,,,,,,,,,Medium,,,,,500.0,688.07,Medium,Low,365.0,Jar,LDPE Plastic,False,False,False,,,Slice Tea 500 g,Beverages,226.7
PRD0332,,,,,,,,,,,Low,,,,,200.0,225.12,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Head & Shoulders Body Wash 200 ml,Personal Care,108.13
PRD0333,,,,,,,,,,,Low,,,,,50.0,64.22,Low,High,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,Tata Coffee 50 g,Grocery,42.46
PRD0334,,,,,,,,,,,Low,,,,,100.0,154.57,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Bingo Biscuits 100 g,Food,13.16
PRD0335,,,,,,,,,,,Low,,,,,250.0,438.31,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Sunfeast Pasta 250 g,Food,43.56
PRD0336,,,,,,,,,,,Low,,,,,140.0,187.63,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Haldiram Noodles 140 g,Food,26.48
PRD0337,,,,,,,,,,,Low,,,,,90.0,101.68,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Himalaya Conditioner 90 ml,Personal Care,50.96
PRD0338,,,,,,,,,,,Low,,,,,50.0,61.59,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Lakmé Cream 50 g,Cosmetics,60.13
PRD0339,,,,,,,,,,,Low,,,,,1000.0,2267.35,Low,Low,365.0,Bag,LDPE Plastic,False,False,False,,,Rajdhani Flour 1000 g,Grocery,60.01
PRD0340,,,,,,,,,,,Medium,,,,,21.12,34.67,Medium,Medium,730.0,Box,PVC Plastic,False,False,False,,,Dolo Capsules 20 tablets,Healthcare,170.97
PRD0341,,,,,,,,,,,Medium,,,,,200.0,381.57,Low,Low,540.0,Bottle,PET Plastic,False,False,False,,,Haldiram Sauce 200 g,Food,32.93
PRD0342,,,,,,,,,,,Medium,,,,,108.07,182.28,Medium,Medium,1095.0,Box,HDPE Plastic,False,False,False,,,Benadryl Bandage 2 roll,Healthcare,67.52
PRD0343,,,,,,,,,,,Low,,,,,10000.0,22114.01,Low,Low,365.0,Pouch,Kraft Paper (Unbleached),True,True,False,,,Saffola Flour 10000 g,Grocery,565.94
PRD0344,,,,,,,,,,,Low,,,,,50.0,95.59,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Clinic Plus Face Wash 50 g,Personal Care,50.93
PRD0345,,,,,,,,,,,Low,,,,,90.0,101.38,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Colgate Shampoo 90 ml,Personal Care,41.71
PRD0346,,,,,,,,,,,Medium,,,,,500.0,534.6,High,High,7.0,Pouch,HDPE Plastic,False,False,False,,,Britannia Dairy Buttermilk 500 ml,Dairy,20.08
PRD0347,,,,,,,,,,,Low,,,,,500.0,1056.34,Low,Low,720.0,Bag,LDPE Plastic,False,False,False,,,Ariel Detergent 500 g,Home Care,93.67
PRD0348,,,,,,,,,,,Medium,,,,,400.0,453.47,High,High,7.0,Pouch,LDPE Plastic,False,False,False,,,Britannia Dairy Curd 400 ml,Dairy,15.5
PRD0349,,,,,,,,,,,Medium,,,,,1000.0,2099.5,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,Kissan Sauce 1000 g,Food,170.55
PRD0350,,,,,,,,,,,Medium,,,,,1000.0,1096.27,Medium,Low,180.0,Can,Aluminum (Primary),False,False,False,,,Sprite Soda 1000 ml,Beverages,83.1
