material_id,material_name,material_type,biodegradability_score,water_resistance,recycle_time_days,manufacturing_place,moisture_resistance,material_category,product_category,strength_final,weight_capacity_final,co2_emission_final,recyclability_final,cost_per_kg_final,cost_per_unit_final,co2_impact_index,cost_efficiency_index,material_suitability_score,sustainability_score,cost_category
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
581,Molded Pulp,Cellulosic,0.9002485315,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.00431896373,0.0435838501,0.0070911378354545,0.731066572,0.2606796598391846,13.387298458428102,0.9929088621645454,0.7393203401608154,0.4642700253100361,0.8140511866141175,Low
85,Grape pomace fillers,Agro-waste particle,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7818181818181817,0.5,0.2606796598391846,13.387298458428102,0.2181818181818182,0.7393203401608154,0.3437502158342634,0.5066121445557624,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Cornstarch Peanuts,Foam-based,0.0099,0.2857142857142857,108.57142857142856,India,0.05,Plastic,Cosmetics,0.0006,0.1,0.0136363636363636,0.15,0.4556765163297045,13.387298458428102,0.9863636363636364,0.5443234836702955,0.2047037120033931,0.2243351115632087,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
34,Carrot pulp trays,Agro-waste composite,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7727272727272727,0.4,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3206593067433543,0.4650570771073482,Low
34,Virgin Cardboard,Starch-Based Film,0.91,1.0,170.0,Thailand,0.3359999999999999,Plastic,Cosmetics,0.01,0.12,0.0254545454545454,0.84,0.2606796598391846,20.0,0.9745454545454546,0.7393203401608154,0.502386579470627,0.8785474583314417,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
298,Advanced Lignocellulosic Variant 122,Lignocellulosic (palm),0.356,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0042,0.06,0.499090909090909,0.16,0.2606796598391846,13.387298458428102,0.500909090909091,0.7393203401608154,0.2224729431069906,0.2485761278359587,Low
89,Eggshell Calcium Composites,Bio-mineral composite,0.85,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7272727272727273,0.6,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.3667047612888088,0.5488306962743611,Low
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
103,Konjac Glucomannan Films,Bio-based polysaccharide,0.95,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7999999999999999,0.25,0.2606796598391846,13.387298458428102,0.2,0.7393203401608154,0.2954320340160816,0.4187877793181477,Low
458,High-Grade Lignocellulosic Variant 190,Lignocellulosic,0.805,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.06,0.7509090909090909,0.44,0.2606796598391846,13.387298458428102,0.2490909090909091,0.7393203401608154,0.3205911249251725,0.455977818673241,Low
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
97,Gelatin-Based Wraps,Bio-based protein,0.95,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7727272727272727,0.2,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.2881593067433542,0.4074387062755135,Low
111,Willow bark composites,Lignocellulosic,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7727272727272727,0.6,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3621593067433543,0.5407292041331577,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
202,Advanced Agro-waste polymer Variant 26,Agro-waste polymer,0.488,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0058,0.06,0.87,0.05,0.2606796598391846,13.387298458428102,0.13,0.7393203401608154,0.1835820340160815,0.1507855304556739,Low
69,Virgin Cardboard,Molded Pulp,0.0057883817427385,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0002510288065843,0.0169621565578019,0.0018324607329842,0.0074933822032172,0.2606796598391846,0.8908263836239575,0.9981675392670156,0.7393203401608154,0.1795709101580438,0.1848111238666705,Low
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
518,High-Grade Metal (aluminium) Variant 250,Metal (aluminium),0.05,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0094,0.1,0.5036363636363635,0.73,0.2606796598391846,13.387298458428102,0.4963636363636364,0.7393203401608154,0.2994183976524452,0.362196063093862,Low
140,Carrageenan Wraps (Red Algae),Bio-based polysaccharide,0.95,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.8363636363636363,0.25,0.2606796598391846,13.387298458428102,0.1636363636363637,0.7393203401608154,0.2917956703797179,0.4083117118941778,Low
411,High-Grade Fiber-based from agro-residues Variant 143,Fiber-based from agro-residues,0.977,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0058,0.08,0.7827272727272726,0.51,0.2606796598391846,13.387298458428102,0.2172727272727274,0.7393203401608154,0.3616593067433543,0.5462221554857928,Low
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
MAT017,Virgin Cardboard,PHA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.08,0.025,0.0163636363636363,0.65,0.6189735614307932,13.387298458428102,0.9836363636363636,0.3810264385692068,0.292966280220557,0.3931784577568697,Medium
304,Advanced Fiber-based from agro-residues Variant 128,Fiber-based from agro-residues,0.154,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0074,0.08,0.9081818181818182,0.62,0.2606796598391846,13.387298458428102,0.0918181818181818,0.7393203401608154,0.2480638521978997,0.236814996141315,Low
615,Aluminium,Metal,0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.00966407563,0.1,0.0819793470909091,0.527675933,0.2606796598391846,13.387298458428102,0.9180206529090909,0.7393203401608154,0.2936853048144906,0.3868501077788292,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
255,Advanced Agro-waste composite Variant 79,Agro-waste composite,0.353,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0046,0.04,0.6509090909090908,0.8,0.2606796598391846,13.387298458428102,0.3490909090909092,0.7393203401608154,0.3309411249251725,0.443916373045777,Low
1,Air Pillows (HDPE),Plastic-based,0.0003,0.2857142857142857,108.57142857142856,India,0.9,Plastic,Cosmetics,0.0009,0.16,0.0227272727272727,0.5,0.2146189735614307,13.387298458428102,0.9772727272727272,0.7853810264385692,0.3085353753711296,0.4161699418762513,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
18,Sugarcane Bagasse Sheets,Agro-waste fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7454545454545454,0.65,0.2606796598391846,13.387298458428102,0.2545454545454546,0.7393203401608154,0.374886579470627,0.5677923783117468,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
351,Advanced Bio-based polysaccharide Variant 175,Bio-based polysaccharide,0.951,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.003,0.04,0.26,0.2,0.2606796598391846,13.387298458428102,0.74,0.7393203401608154,0.3393320340160816,0.5551512569534897,Low
1,Hemp Packaging,Fiber/Fabric,0.0092,0.2857142857142857,108.57142857142856,India,0.18,Plastic,Cosmetics,0.00164,0.6,0.004090909090909,0.6,0.6111975116640747,13.387298458428102,0.9959090909090909,0.3888024883359253,0.3802611579245015,0.5142471658732711,Medium
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
172,Phb Bottles/Trays,Bio-based polyester,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7272727272727273,0.3,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.3142047612888088,0.4528000782213035,Low
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
17,Virgin Cardboard,Paper Foam,0.86,0.0,100.0,India,0.3359999999999999,Plastic,Cosmetics,0.012,0.18,0.0218181818181818,0.84,0.2606796598391846,23.0,0.9781818181818182,0.7393203401608154,0.5077502158342634,0.8784426976572022,Low
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
1,Hemp Packaging,Fiber/Fabric,0.0092,0.2857142857142857,108.57142857142856,India,0.18,Plastic,Cosmetics,0.00164,0.6,0.004090909090909,0.6,0.6111975116640747,13.387298458428102,0.9959090909090909,0.3888024883359253,0.3802611579245015,0.5142471658732711,Medium
MAT019,Virgin Cardboard,Starch-based Film Blend,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.03,0.026,0.0109090909090909,0.5,0.3390357698289269,13.387298458428102,0.9890909090909092,0.6609642301710731,0.2792055139261982,0.3719786635700487,Medium
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
459,High-Grade Agro-waste polymer Variant 191,Agro-waste polymer,0.836,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0038,0.06,0.7436363636363635,0.27,0.2606796598391846,13.387298458428102,0.2563636363636364,0.7393203401608154,0.2919183976524451,0.4046031840260924,Low
MAT018,Virgin Cardboard,Cellulose Film,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.16,0.03,0.0127272727272727,0.6,0.401244167962675,13.387298458428102,0.9872727272727272,0.598755832037325,0.3261028559310052,0.4490075743825511,Medium
1,Cornstarch Peanuts,Foam-based,0.0099,0.2857142857142857,108.57142857142856,India,0.05,Plastic,Cosmetics,0.0006,0.1,0.0136363636363636,0.15,0.4556765163297045,13.387298458428102,0.9863636363636364,0.5443234836702955,0.2047037120033931,0.2243351115632087,Medium
1,PLA Bioplastic,Plastic-based,0.0045,0.2857142857142857,108.57142857142856,India,0.6,Plastic,Cosmetics,0.0013,0.4,0.0109090909090909,0.45,0.5489891135303266,13.387298458428102,0.9890909090909092,0.4510108864696733,0.3150101795560582,0.4070580061494068,Medium
MAT017,Virgin Cardboard,PHA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.08,0.025,0.0163636363636363,0.65,0.6189735614307932,13.387298458428102,0.9836363636363636,0.3810264385692068,0.292966280220557,0.3931784577568697,Medium
34,Virgin Cardboard,Recycled Paper,0.0066597510373443,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Furniture,0.0013703703703703,0.0024364955935717,0.0005711565920989,0.0073671350030543,0.2606796598391846,0.3290371493555724,0.999428843407901,0.7393203401608154,0.1771771997243911,0.1817059531049529,Low
56,Bamboo leaf sheets,Lignocellulosic,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.8181818181818181,0.5,0.2606796598391846,13.387298458428102,0.1818181818181818,0.7393203401608154,0.3406138521978997,0.4969043220762168,Low
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
7,Virgin Cardboard,Recycled Paperboard,0.8200000000000001,0.0,100.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.2,0.0209090909090909,0.89,0.2606796598391846,20.0,0.9790909090909092,0.7393203401608154,0.5163411249251725,0.8890759060925315,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
163,Collagen Sheets,Bio-based protein,0.92,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7999999999999999,0.3,0.2606796598391846,13.387298458428102,0.2,0.7393203401608154,0.3054320340160816,0.4330003107900002,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Kraft Paper,Paper-based,0.009,0.2857142857142857,108.57142857142856,India,0.1,Plastic,Cosmetics,0.0011,0.3,0.0086363636363636,0.85,0.1213063763608087,13.387298458428102,0.9913636363636364,0.8786936236391913,0.4186307260002828,0.6163455656249172,Low
MAT019,Virgin Cardboard,Starch-based Film Blend,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.03,0.026,0.0109090909090909,0.5,0.3390357698289269,13.387298458428102,0.9890909090909092,0.6609642301710731,0.2792055139261982,0.3719786635700487,Medium
27,Virgin Cardboard,Bagasse Foam,0.94,0.0,70.0,India,0.3359999999999999,Plastic,Cosmetics,0.014,0.26,0.0163636363636363,0.92,0.2606796598391846,32.0,0.9836363636363636,0.7393203401608154,0.552795670379718,0.965289296601913,Low
1,Cellophane,Plastic-based,0.0085,0.2857142857142857,108.57142857142856,India,0.4,Plastic,Cosmetics,0.0009,0.2,0.0127272727272727,0.4,0.47900466562986,13.387298458428102,0.9872727272727272,0.5209953343701399,0.2723268061642867,0.3445338488076938,Medium
1,PLA Bioplastic,Plastic-based,0.0045,0.2857142857142857,108.57142857142856,India,0.6,Plastic,Cosmetics,0.0013,0.4,0.0109090909090909,0.45,0.5489891135303266,13.387298458428102,0.9890909090909092,0.4510108864696733,0.3150101795560582,0.4070580061494068,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
1,Mushroom Foam (Mycelium),Foam-based,0.0098,0.2857142857142857,108.57142857142856,India,0.2,Plastic,Cosmetics,0.001,0.3,0.0018181818181818,0.2,0.6734059097978227,13.387298458428102,0.9981818181818182,0.3265940902021773,0.2341975908383995,0.2628621882139872,High
536,Molded Pulp,Cellulosic,0.9626247214,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.003943179102,0.03938508138,0.006628957160909,0.6920812648000001,0.2606796598391846,13.387298458428102,0.993371042839091,0.7393203401608154,0.4649419105214907,0.821815322405497,Low
288,Advanced Regenerated cellulose Variant 112,Regenerated cellulose,0.315,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.0054,0.06,0.4436363636363636,0.18,0.2606796598391846,13.387298458428102,0.5563636363636364,0.7393203401608154,0.2261683976524451,0.2569465057077107,Low
1,Hemp Packaging,Fiber/Fabric,0.0092,0.2857142857142857,108.57142857142856,India,0.18,Plastic,Cosmetics,0.00164,0.6,0.004090909090909,0.6,0.6111975116640747,13.387298458428102,0.9959090909090909,0.3888024883359253,0.3802611579245015,0.5142471658732711,Medium
MAT017,Virgin Cardboard,PHA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.08,0.025,0.0163636363636363,0.65,0.6189735614307932,13.387298458428102,0.9836363636363636,0.3810264385692068,0.292966280220557,0.3931784577568697,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
95,Silk Cocoons Composites,Natural fiber (protein),0.8,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7272727272727273,0.4,0.2606796598391846,13.387298458428102,0.2727272727272727,0.7393203401608154,0.3147047612888088,0.4462699961936955,Low
41,Abaca (Manila Hemp) Sheets,Natural fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.008,0.08,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.2545454545454546,0.7393203401608154,0.359386579470627,0.5359102131181316,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
69,Papaya Leaf Fibers,Agro-waste fiber,0.9,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.004,0.04,0.7727272727272727,0.5,0.2606796598391846,13.387298458428102,0.2272727272727273,0.7393203401608154,0.3406593067433542,0.5034693243285714,Low
MAT014,Virgin Cardboard,Aluminum (Primary),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Metal,Cosmetics,0.19,0.054,0.1063636363636363,0.95,0.3623639191290824,13.387298458428102,0.8936363636363637,0.6376360808709176,0.4014272444507281,0.5785386086352673,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT007,Virgin Cardboard,Polystyrene (PS),0.0,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.09,0.021,0.0272727272727272,0.55,0.1524105754276827,13.387298458428102,0.9727272727272728,0.8475894245723172,0.318731669729959,0.4400796867049366,Low
1,PLA Bioplastic,Plastic-based,0.0045,0.2857142857142857,108.57142857142856,India,0.6,Plastic,Cosmetics,0.0013,0.4,0.0109090909090909,0.45,0.5489891135303266,13.387298458428102,0.9890909090909092,0.4510108864696733,0.3150101795560582,0.4070580061494068,Medium
1,Hemp Packaging,Fiber/Fabric,0.0092,0.2857142857142857,108.57142857142856,India,0.18,Plastic,Cosmetics,0.00164,0.6,0.004090909090909,0.6,0.6111975116640747,13.387298458428102,0.9959090909090909,0.3888024883359253,0.3802611579245015,0.5142471658732711,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
MAT016,Virgin Cardboard,PLA Bioplastic,0.01,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Biopolymer,Cosmetics,0.12,0.0248,0.0145454545454545,0.7000000000000001,0.463452566096423,13.387298458428102,0.9854545454545456,0.536547433903577,0.3286601979358122,0.4580852198607097,Medium
73,Soybean hull sheets,Agro-waste fiber,0.88,0.2857142857142857,108.57142857142856,India,0.3359999999999999,Plastic,Cosmetics,0.006,0.06,0.7454545454545454,0.55,0.2606796598391846,13.387298458428102,0.2545454545454546,0.7393203401608154,0.354886579470627,0.5293801310905236,Low
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,PHA Bioplastic,Plastic-based,0.009,0.2857142857142857,108.57142857142856,India,0.55,Plastic,Cosmetics,0.00116,0.36,0.0154545454545454,0.3,0.8055987558320372,13.387298458428102,0.9845454545454544,0.1944012441679627,0.2515346698713417,0.2889964616048395,High
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
1,PBAT Compostable,Plastic-based,0.0069999999999999,0.2857142857142857,108.57142857142856,India,0.5,Plastic,Cosmetics,0.00104,0.3,0.019090909090909,0.25,0.6345256609642302,13.387298458428102,0.980909090909091,0.3654743390357697,0.2459483429944861,0.2834993904260005,Medium
1,Seaweed Film,Organic,0.0099,0.2857142857142857,108.57142857142856,India,0.08,Plastic,Cosmetics,0.0007,0.1,0.0072727272727272,0.0,1.0,13.387298458428102,0.9927272727272728,0.0,0.1209327272727272,0.064045023662486,High
